id,year,team1,score1,score2,team2
1301,1993,independiente,0,1,lanus
1302,1993,estudiantes (lp),0,1,san lorenzo
1303,1993,rosario central,1,1,argentinos juniors
1304,1993,racing club,0,1,huracan
1305,1993,argentinos juniors,2,4,estudiantes (lp)
1306,1993,san lorenzo,2,1,independiente
1307,1993,lanus,2,0,dep espanol
1308,1993,talleres (cordoba),0,1,san martin (tuc)
1309,1993,depmandiyu (ctes),1,0,belgrano (cba)
1310,1993,platense,1,0,velez sarsfield
1311,1993,gimnasia y esgrima (lp),0,0,ferro carril oeste
1312,1993,newell's old boys,2,1,river plate
1313,1993,boca juniors,3,0,rosario central
1314,1993,independiente,1,0,argentinos juniors
1315,1993,dep espanol,0,2,san lorenzo
1316,1993,newell's old boys,0,0,boca juniors
1317,1993,river plate,2,0,gimnasia y esgrima (lp)
1318,1993,ferro carril oeste,2,1,racing club
1319,1993,huracan,1,2,platense
1320,1993,velez sarsfield,2,2,depmandiyu (ctes)
1321,1993,belgrano (cba),0,0,talleres (cordoba)
1322,1993,san martin (tuc),0,1,lanus
1323,1993,estudiantes (lp),6,1,rosario central
1324,1993,san lorenzo,0,0,san martin (tuc)
1325,1993,boca juniors,1,0,estudiantes (lp)
1326,1993,rosario central,3,0,independiente
1327,1993,argentinos juniors,2,0,dep espanol
1328,1993,lanus,0,1,belgrano (cba)
1329,1993,talleres (cordoba),2,1,velez sarsfield
1330,1993,depmandiyu (ctes),0,1,huracan
1331,1993,platense,0,1,ferro carril oeste
1332,1993,racing club,0,3,river plate
1333,1993,gimnasia y esgrima (lp),1,0,newell's old boys
1334,1993,river plate,2,1,platense
1335,1993,gimnasia y esgrima (lp),0,1,boca juniors
1336,1993,newell's old boys,1,1,racing club
1337,1993,ferro carril oeste,1,0,depmandiyu (ctes)
1338,1993,huracan,2,1,talleres (cordoba)
1339,1993,velez sarsfield,4,1,lanus
1340,1993,belgrano (cba),3,3,san lorenzo
1341,1993,san martin (tuc),3,0,argentinos juniors
1342,1993,dep espanol,0,0,rosario central
1343,1993,independiente,0,1,estudiantes (lp)
1344,1993,san lorenzo,0,1,velez sarsfield
1345,1993,boca juniors,0,1,independiente
1346,1993,estudiantes (lp),1,0,dep espanol
1347,1993,rosario central,1,0,san martin (tuc)
1348,1993,argentinos juniors,1,2,belgrano (cba)
1349,1993,lanus,2,0,huracan
1350,1993,talleres (cordoba),1,1,ferro carril oeste
1351,1993,depmandiyu (ctes),0,1,river plate
1352,1993,platense,0,1,newell's old boys
1353,1993,racing club,4,2,gimnasia y esgrima (lp)
1354,1993,river plate,1,1,talleres (cordoba)
1355,1993,racing club,1,1,boca juniors
1356,1993,gimnasia y esgrima (lp),2,2,platense
1357,1993,newell's old boys,1,4,depmandiyu (ctes)
1358,1993,ferro carril oeste,3,0,lanus
1359,1993,huracan,1,0,san lorenzo
1360,1993,velez sarsfield,2,0,argentinos juniors
1361,1993,belgrano (cba),1,1,rosario central
1362,1993,san martin (tuc),2,2,estudiantes (lp)
1363,1993,dep espanol,0,0,independiente
1364,1993,san lorenzo,1,0,ferro carril oeste
1365,1993,lanus,3,2,river plate
1366,1993,boca juniors,2,3,dep espanol
1367,1993,independiente,2,1,san martin (tuc)
1368,1993,estudiantes (lp),0,0,belgrano (cba)
1369,1993,rosario central,1,3,velez sarsfield
1370,1993,argentinos juniors,2,3,huracan
1371,1993,talleres (cordoba),2,0,newell's old boys
1372,1993,depmandiyu (ctes),1,1,gimnasia y esgrima (lp)
1373,1993,platense,0,0,racing club
1374,1993,platense,1,3,boca juniors
1375,1993,newell's old boys,2,1,lanus
1376,1993,racing club,1,1,depmandiyu (ctes)
1377,1993,gimnasia y esgrima (lp),1,1,talleres (cordoba)
1378,1993,newell's old boys,2,3,lanus
1379,1993,river plate,5,2,san lorenzo
1380,1993,ferro carril oeste,0,0,argentinos juniors
1381,1993,huracan,4,0,rosario central
1382,1993,velez sarsfield,0,0,estudiantes (lp)
1383,1993,belgrano (cba),2,0,independiente
1384,1993,san martin (tuc),0,1,dep espanol
1385,1993,independiente,2,2,velez sarsfield
1386,1993,depmandiyu (ctes),1,1,platense
1387,1993,talleres (cordoba),2,0,racing club
1388,1993,boca juniors,1,1,san martin (tuc)
1389,1993,dep espanol,2,1,belgrano (cba)
1390,1993,estudiantes (lp),1,0,huracan
1391,1993,rosario central,1,1,ferro carril oeste
1392,1993,argentinos juniors,0,1,river plate
1393,1993,san lorenzo,4,0,newell's old boys
1394,1993,lanus,0,1,gimnasia y esgrima (lp)
1395,1993,argentinos juniors,1,1,river plate
1396,1993,independiente,3,1,huracan
1397,1993,boca juniors,4,1,depmandiyu (ctes)
1398,1993,talleres (cordoba),0,1,platense
1399,1993,lanus,1,0,racing club
1400,1993,san lorenzo,1,1,gimnasia y esgrima (lp)
1401,1993,argentinos juniors,0,0,newell's old boys
1402,1993,rosario central,2,1,river plate
1403,1993,estudiantes (lp),0,0,ferro carril oeste
1404,1993,dep espanol,0,2,velez sarsfield
1405,1993,san martin (tuc),0,2,belgrano (cba)
1406,1993,ferro carril oeste,1,3,independiente
1407,1993,belgrano (cba),1,1,boca juniors
1408,1993,velez sarsfield,2,0,san martin (tuc)
1409,1993,huracan,1,1,dep espanol
1410,1993,river plate,0,2,estudiantes (lp)
1411,1993,newell's old boys,1,1,rosario central
1412,1993,gimnasia y esgrima (lp),0,1,argentinos juniors
1413,1993,racing club,1,0,san lorenzo
1414,1993,platense,0,1,lanus
1415,1993,depmandiyu (ctes),2,2,talleres (cordoba)
1416,1993,dep espanol,1,0,ferro carril oeste
1417,1993,estudiantes (lp),3,0,newell's old boys
1418,1993,independiente,1,2,river plate
1419,1993,lanus,0,0,depmandiyu (ctes)
1420,1993,rosario central,1,1,gimnasia y esgrima (lp)
1421,1993,san martin (tuc),1,3,huracan
1422,1993,belgrano (cba),0,0,velez sarsfield
1423,1993,boca juniors,1,1,talleres (cordoba)
1424,1993,san lorenzo,2,1,platense
1425,1993,argentinos juniors,0,2,racing club
1426,1993,velez sarsfield,1,1,boca juniors
1427,1993,huracan,0,0,belgrano (cba)
1428,1993,ferro carril oeste,1,0,san martin (tuc)
1429,1993,river plate,2,1,dep espanol
1430,1993,newell's old boys,0,0,independiente
1431,1993,gimnasia y esgrima (lp),0,0,estudiantes (lp)
1432,1993,platense,0,0,argentinos juniors
1433,1993,depmandiyu (ctes),1,0,san lorenzo
1434,1993,talleres (cordoba),1,1,lanus
1435,1993,racing club,1,0,rosario central
1436,1993,boca juniors,1,0,lanus
1437,1993,san martin (tuc),1,1,river plate
1438,1993,san lorenzo,4,1,talleres (cordoba)
1439,1993,argentinos juniors,1,1,depmandiyu (ctes)
1440,1993,rosario central,0,1,platense
1441,1993,estudiantes (lp),5,1,racing club
1442,1993,independiente,2,2,gimnasia y esgrima (lp)
1443,1993,dep espanol,2,0,newell's old boys
1444,1993,belgrano (cba),1,2,ferro carril oeste
1445,1993,velez sarsfield,3,0,huracan
1446,1993,river plate,5,0,belgrano (cba)
1447,1993,huracan,1,1,boca juniors
1448,1993,ferro carril oeste,0,0,velez sarsfield
1449,1993,newell's old boys,0,2,san martin (tuc)
1450,1993,gimnasia y esgrima (lp),2,0,dep espanol
1451,1993,racing club,1,1,independiente
1452,1993,platense,1,1,estudiantes (lp)
1453,1993,depmandiyu (ctes),1,1,rosario central
1454,1993,talleres (cordoba),1,1,argentinos juniors
1455,1993,lanus,1,1,san lorenzo
1456,1993,dep espanol,1,0,racing club
1457,1993,boca juniors,3,4,san lorenzo
1458,1993,argentinos juniors,1,1,lanus
1459,1993,rosario central,2,0,talleres (cordoba)
1460,1993,estudiantes (lp),0,1,depmandiyu (ctes)
1461,1993,independiente,0,0,platense
1462,1993,san martin (tuc),0,1,gimnasia y esgrima (lp)
1463,1993,belgrano (cba),1,0,newell's old boys
1464,1993,velez sarsfield,1,2,river plate
1465,1993,huracan,3,0,ferro carril oeste
1466,1993,ferro carril oeste,1,2,boca juniors
1467,1993,river plate,4,2,huracan
1468,1993,newell's old boys,0,1,velez sarsfield
1469,1993,gimnasia y esgrima (lp),1,1,belgrano (cba)
1470,1993,racing club,2,0,san martin (tuc)
1471,1993,platense,1,3,dep espanol
1472,1993,depmandiyu (ctes),1,1,independiente
1473,1993,talleres (cordoba),4,2,estudiantes (lp)
1474,1993,lanus,0,0,rosario central
1475,1993,san lorenzo,0,0,argentinos juniors
1476,1993,boca juniors,0,1,argentinos juniors
1477,1993,rosario central,0,3,san lorenzo
1478,1993,estudiantes (lp),1,0,lanus
1479,1993,independiente,1,1,talleres (cordoba)
1480,1993,dep espanol,1,0,depmandiyu (ctes)
1481,1993,san martin (tuc),3,1,platense
1482,1993,belgrano (cba),0,4,racing club
1483,1993,velez sarsfield,1,0,gimnasia y esgrima (lp)
1484,1993,ferro carril oeste,0,3,river plate
1485,1993,huracan,2,1,newell's old boys
1486,1993,river plate,0,2,boca juniors
1487,1993,newell's old boys,0,0,ferro carril oeste
1488,1993,gimnasia y esgrima (lp),1,1,huracan
1489,1993,racing club,0,3,velez sarsfield
1490,1993,platense,0,0,belgrano (cba)
1491,1993,depmandiyu (ctes),1,1,san martin (tuc)
1492,1993,talleres (cordoba),1,0,dep espanol
1493,1993,lanus,0,0,independiente
1494,1993,argentinos juniors,0,0,rosario central
1495,1993,san lorenzo,2,2,estudiantes (lp)
1496,1993,huracan,0,1,racing club
1497,1993,rosario central,2,1,boca juniors
1498,1993,estudiantes (lp),1,1,argentinos juniors
1499,1993,independiente,2,1,san lorenzo
1500,1993,dep espanol,2,1,lanus
1501,1993,san martin (tuc),1,0,talleres (cordoba)
1502,1993,belgrano (cba),2,2,depmandiyu (ctes)
1503,1993,velez sarsfield,2,1,platense
1504,1993,ferro carril oeste,1,0,gimnasia y esgrima (lp)
1505,1993,river plate,2,0,newell's old boys
1506,1993,gimnasia y esgrima (lp),0,2,river plate
1507,1993,boca juniors,0,0,newell's old boys
1508,1993,racing club,1,0,ferro carril oeste
1509,1993,platense,1,1,huracan
1510,1993,depmandiyu (ctes),0,0,velez sarsfield
1511,1993,talleres (cordoba),0,0,belgrano (cba)
1512,1993,lanus,2,0,san martin (tuc)
1513,1993,san lorenzo,0,2,dep espanol
1514,1993,argentinos juniors,1,1,independiente
1515,1993,rosario central,2,1,estudiantes (lp)
1516,1993,estudiantes (lp),0,0,boca juniors
1517,1993,dep espanol,1,1,argentinos juniors
1518,1993,san martin (tuc),1,1,san lorenzo
1519,1993,belgrano (cba),3,0,lanus
1520,1993,velez sarsfield,4,0,talleres (cordoba)
1521,1993,huracan,2,1,depmandiyu (ctes)
1522,1993,ferro carril oeste,4,0,platense
1523,1993,river plate,1,1,racing club
1524,1993,newell's old boys,0,1,gimnasia y esgrima (lp)
1525,1993,independiente,1,1,rosario central
1526,1993,platense,2,1,river plate
1527,1993,lanus,1,1,velez sarsfield
1528,1993,boca juniors,1,1,gimnasia y esgrima (lp)
1529,1993,racing club,1,1,newell's old boys
1530,1993,depmandiyu (ctes),1,0,ferro carril oeste
1531,1993,talleres (cordoba),0,0,huracan
1532,1993,san lorenzo,1,0,belgrano (cba)
1533,1993,argentinos juniors,0,0,san martin (tuc)
1534,1993,rosario central,0,0,dep espanol
1535,1993,estudiantes (lp),0,1,independiente
1536,1993,velez sarsfield,0,0,san lorenzo
1537,1993,independiente,1,1,boca juniors
1538,1993,dep espanol,4,0,estudiantes (lp)
1539,1993,san martin (tuc),4,3,rosario central
1540,1993,belgrano (cba),1,1,argentinos juniors
1541,1993,huracan,1,0,lanus
1542,1993,ferro carril oeste,3,1,talleres (cordoba)
1543,1993,river plate,4,2,depmandiyu (ctes)
1544,1993,newell's old boys,4,1,platense
1545,1993,gimnasia y esgrima (lp),1,0,racing club
1546,1993,boca juniors,1,0,racing club
1547,1993,platense,0,0,gimnasia y esgrima (lp)
1548,1993,depmandiyu (ctes),0,2,newell's old boys
1549,1993,talleres (cordoba),2,2,river plate
1550,1993,lanus,0,0,ferro carril oeste
1551,1993,san lorenzo,1,0,huracan
1552,1993,argentinos juniors,0,1,velez sarsfield
1553,1993,rosario central,5,0,belgrano (cba)
1554,1993,estudiantes (lp),3,0,san martin (tuc)
1555,1993,independiente,3,1,dep espanol
1556,1993,dep espanol,1,1,boca juniors
1557,1993,san martin (tuc),0,2,independiente
1558,1993,belgrano (cba),0,0,estudiantes (lp)
1559,1993,velez sarsfield,0,2,rosario central
1560,1993,huracan,2,1,argentinos juniors
1561,1993,ferro carril oeste,1,4,san lorenzo
1562,1993,river plate,1,1,lanus
1563,1993,newell's old boys,0,1,talleres (cordoba)
1564,1993,gimnasia y esgrima (lp),0,2,depmandiyu (ctes)
1565,1993,racing club,2,1,platense
1566,1993,boca juniors,1,1,platense
1567,1993,depmandiyu (ctes),1,0,racing club
1568,1993,talleres (cordoba),1,0,gimnasia y esgrima (lp)
1569,1993,lanus,1,1,newell's old boys
1570,1993,san lorenzo,1,0,river plate
1571,1993,argentinos juniors,0,0,ferro carril oeste
1572,1993,estudiantes (lp),1,1,velez sarsfield
1573,1993,independiente,0,0,belgrano (cba)
1574,1993,dep espanol,3,2,san martin (tuc)
1575,1993,rosario central,2,2,huracan
1576,1993,river plate,0,2,argentinos juniors
1577,1993,san martin (tuc),1,2,boca juniors
1578,1993,belgrano (cba),1,0,dep espanol
1579,1993,velez sarsfield,0,0,independiente
1580,1993,huracan,2,1,estudiantes (lp)
1581,1993,ferro carril oeste,1,1,rosario central
1582,1993,newell's old boys,2,1,san lorenzo
1583,1993,gimnasia y esgrima (lp),1,1,lanus
1584,1993,racing club,4,0,talleres (cordoba)
1585,1993,platense,1,1,depmandiyu (ctes)
1586,1994,independiente,1,1,velez sarsfield
1587,1994,gimnasia y esgrima (lp),0,0,huracan
1588,1994,boca juniors,0,0,estudiantes (lp)
1589,1994,san lorenzo,1,1,racing club
1590,1994,dep espanol,0,0,lanus
1591,1994,platense,0,0,ferrocarril oeste
1592,1994,depmandiyu (ctes),3,1,newell's old boys
1593,1994,rosario central,1,1,belgrano (cba)
1594,1994,argentinos juniors,0,0,gimnasia y tiro (salta)
1595,1994,banfield,0,0,river plate
1596,1994,racing club,1,0,dep espanol
1597,1994,estudiantes (lp),0,1,san lorenzo
1598,1994,huracan,2,0,boca juniors
1599,1994,velez sarsfield,1,0,gimnasia y esgrima (lp)
1600,1994,river plate,2,2,independiente
1601,1994,gimnasia y tiro (salta),1,2,banfield
1602,1994,belgrano (cba),2,0,argentinos juniors
1603,1994,newell's old boys,1,1,rosario central
1604,1994,ferro carril oeste,1,1,depmandiyu (ctes)
1605,1994,lanus,1,1,platense
1606,1994,independiente,4,0,gimnasia y tiro (salta)
1607,1994,argentinos juniors,0,0,newell's old boys
1608,1994,gimnasia y esgrima (lp),1,0,river plate
1609,1994,boca juniors,1,0,san lorenzo
1610,1994,dep espanol,0,0,estudiantes (lp)
1611,1994,platense,0,3,racing club
1612,1994,depmandiyu (ctes),1,2,lanus
1613,1994,rosario central,0,1,ferro carril oeste
1614,1994,banfield,0,0,belgrano (cba)
1615,1994,huracan,0,1,velez sarsfield
1616,1994,velez sarsfield,1,0,boca juniors
1617,1994,river plate,2,1,huracan
1618,1994,belgrano (cba),1,1,independiente
1619,1994,newell's old boys,1,1,banfield
1620,1994,lanus,3,0,rosario central
1621,1994,racing club,1,0,depmandiyu (ctes)
1622,1994,estudiantes (lp),3,0,platense
1623,1994,gimnasia y tiro (salta),0,0,gimnasia y esgrima (lp)
1624,1994,san lorenzo,1,2,dep espanol
1625,1994,ferro carril oeste,1,0,argentinos juniors
1626,1994,boca juniors,2,0,dep espanol
1627,1994,rosario central,0,0,racing club
1628,1994,argentinos juniors,1,1,lanus
1629,1994,platense,2,2,san lorenzo
1630,1994,depmandiyu (ctes),3,1,estudiantes (lp)
1631,1994,banfield,0,1,ferro carril oeste
1632,1994,independiente,3,1,newell's old boys
1633,1994,gimnasia y esgrima (lp),3,0,belgrano (cba)
1634,1994,huracan,0,1,gimnasia y tiro (salta)
1635,1994,velez sarsfield,0,1,river plate
1636,1994,san lorenzo,1,0,depmandiyu (ctes)
1637,1994,belgrano (cba),1,0,huracan
1638,1994,river plate,0,1,boca juniors
1639,1994,gimnasia y tiro (salta),2,0,velez sarsfield
1640,1994,ferro carril oeste,0,1,independiente
1641,1994,lanus,0,0,banfield
1642,1994,racing club,0,2,argentinos juniors
1643,1994,estudiantes (lp),1,2,rosario central
1644,1994,dep espanol,0,1,platense
1645,1994,belgrano (cba),1,0,huracan
1646,1994,newell's old boys,0,0,gimnasia y esgrima (lp)
1647,1994,rosario central,2,0,san lorenzo
1648,1994,depmandiyu (ctes),0,1,dep espanol
1649,1994,argentinos juniors,0,0,estudiantes (lp)
1650,1994,banfield,2,1,racing club
1651,1994,independiente,1,2,lanus
1652,1994,gimnasia y esgrima (lp),0,2,ferro carril oeste
1653,1994,velez sarsfield,3,0,belgrano (cba)
1654,1994,river plate,1,0,gimnasia y tiro (salta)
1655,1994,platense,0,0,boca juniors
1656,1994,huracan,1,1,newell's old boys
1657,1994,newell's old boys,1,2,velez sarsfield
1658,1994,boca juniors,2,0,gimnasia y tiro (salta)
1659,1994,belgrano (cba),1,5,river plate
1660,1994,ferro carril oeste,1,1,huracan
1661,1994,lanus,3,1,gimnasia y esgrima (lp)
1662,1994,racing club,1,0,independiente
1663,1994,estudiantes (lp),0,2,banfield
1664,1994,san lorenzo,5,3,argentinos juniors
1665,1994,dep espanol,1,1,rosario central
1666,1994,platense,1,1,depmandiyu (ctes)
1667,1994,banfield,0,1,san lorenzo
1668,1994,rosario central,0,2,platense
1669,1994,depmandiyu (ctes),2,0,boca juniors
1670,1994,argentinos juniors,6,0,dep espanol
1671,1994,independiente,2,0,estudiantes (lp)
1672,1994,gimnasia y esgrima (lp),0,0,racing club
1673,1994,huracan,1,1,lanus
1674,1994,velez sarsfield,2,0,ferro carril oeste
1675,1994,river plate,4,1,newell's old boys
1676,1994,gimnasia y tiro (salta),3,1,belgrano (cba)
1677,1994,racing club,2,2,huracan
1678,1994,newell's old boys,2,0,gimnasia y tiro (salta)
1679,1994,boca juniors,0,1,belgrano (cba)
1680,1994,ferro carril oeste,0,2,river plate
1681,1994,lanus,1,1,velez sarsfield
1682,1994,estudiantes (lp),0,2,gimnasia y esgrima (lp)
1683,1994,san lorenzo,3,1,independiente
1684,1994,dep espanol,0,2,banfield
1685,1994,platense,0,0,argentinos juniors
1686,1994,depmandiyu (ctes),3,3,rosario central
1687,1994,river plate,2,0,lanus
1688,1994,rosario central,1,1,boca juniors
1689,1994,argentinos juniors,0,0,depmandiyu (ctes)
1690,1994,banfield,1,1,platense
1691,1994,independiente,0,0,dep espanol
1692,1994,gimnasia y esgrima (lp),1,1,san lorenzo
1693,1994,huracan,3,1,estudiantes (lp)
1694,1994,velez sarsfield,0,2,racing club
1695,1994,gimnasia y tiro (salta),2,2,ferro carril oeste
1696,1994,belgrano (cba),1,0,newell's old boys
1697,1994,rosario central,1,1,argentinos juniors
1698,1994,estudiantes (lp),0,0,velez sarsfield
1699,1994,boca juniors,2,0,newell's old boys
1700,1994,ferro carril oeste,1,1,belgrano (cba)
1701,1994,lanus,4,1,gimnasia y tiro (salta)
1702,1994,racing club,1,0,river plate
1703,1994,san lorenzo,1,0,huracan
1704,1994,dep espanol,1,1,gimnasia y esgrima (lp)
1705,1994,platense,0,1,independiente
1706,1994,depmandiyu (ctes),3,0,banfield
1707,1994,independiente,2,1,depmandiyu (ctes)
1708,1994,argentinos juniors,1,1,boca juniors
1709,1994,banfield,4,1,rosario central
1710,1994,gimnasia y esgrima (lp),3,0,platense
1711,1994,huracan,2,0,dep espanol
1712,1994,velez sarsfield,1,0,san lorenzo
1713,1994,river plate,0,2,estudiantes (lp)
1714,1994,belgrano (cba),1,1,lanus
1715,1994,newell's old boys,2,2,ferro carril oeste
1716,1994,gimnasia y tiro (salta),2,2,racing club
1717,1994,argentinos juniors,2,1,banfield
1718,1994,rosario central,1,1,independiente
1719,1994,boca juniors,3,0,ferro carril oeste
1720,1994,lanus,1,1,newell's old boys
1721,1994,racing club,2,0,belgrano (cba)
1722,1994,estudiantes (lp),0,0,gimnasia y tiro (salta)
1723,1994,san lorenzo,1,1,river plate
1724,1994,dep espanol,0,0,velez sarsfield
1725,1994,platense,5,0,huracan
1726,1994,depmandiyu (ctes),1,1,gimnasia y esgrima (lp)
1727,1994,banfield,1,0,boca juniors
1728,1994,newell's old boys,1,0,racing club
1729,1994,gimnasia y esgrima (lp),2,0,rosario central
1730,1994,independiente,1,2,argentinos juniors
1731,1994,huracan,3,1,depmandiyu (ctes)
1732,1994,velez sarsfield,2,2,platense
1733,1994,river plate,1,0,dep espanol
1734,1994,gimnasia y tiro (salta),1,3,san lorenzo
1735,1994,belgrano (cba),3,3,estudiantes (lp)
1736,1994,ferro carril oeste,0,0,lanus
1737,1994,racing club,2,2,ferro carril oeste
1738,1994,rosario central,0,0,huracan
1739,1994,depmandiyu (ctes),1,0,velez sarsfield
1740,1994,boca juniors,3,0,lanus
1741,1994,estudiantes (lp),1,1,newell's old boys
1742,1994,dep espanol,1,0,gimnasia y tiro (salta)
1743,1994,platense,2,2,river plate
1744,1994,banfield,0,0,independiente
1745,1994,san lorenzo,1,0,belgrano (cba)
1746,1994,argentinos juniors,2,2,gimnasia y esgrima (lp)
1747,1994,gimnasia y tiro (salta),2,1,platense
1748,1994,river plate,5,3,depmandiyu (ctes)
1749,1994,newell's old boys,1,0,san lorenzo
1750,1994,independiente,2,2,boca juniors
1751,1994,gimnasia y esgrima (lp),1,0,banfield
1752,1994,huracan,2,1,argentinos juniors
1753,1994,velez sarsfield,1,1,rosario central
1754,1994,belgrano (cba),1,1,dep espanol
1755,1994,ferro carril oeste,1,1,estudiantes (lp)
1756,1994,lanus,1,1,racing club
1757,1994,san lorenzo,1,1,ferro carril oeste
1758,1994,argentinos juniors,1,2,velez sarsfield
1759,1994,boca juniors,6,0,racing club
1760,1994,estudiantes (lp),2,0,lanus
1761,1994,dep espanol,0,0,newell's old boys
1762,1994,platense,4,2,belgrano (cba)
1763,1994,depmandiyu (ctes),0,0,gimnasia y tiro (salta)
1764,1994,rosario central,0,0,river plate
1765,1994,banfield,3,3,huracan
1766,1994,independiente,3,2,gimnasia y esgrima (lp)
1767,1994,gimnasia y tiro (salta),1,0,rosario central
1768,1994,boca juniors,1,1,gimnasia y esgrima (lp)
1769,1994,huracan,1,1,independiente
1770,1994,velez sarsfield,1,1,banfield
1771,1994,river plate,1,1,argentinos juniors
1772,1994,belgrano (cba),1,1,depmandiyu (ctes)
1773,1994,newell's old boys,1,0,platense
1774,1994,ferro carril oeste,1,1,dep espanol
1775,1994,lanus,2,0,san lorenzo
1776,1994,racing club,3,1,estudiantes (lp)
1777,1994,gimnasia y tiro (salta),0,0,argentinos juniors
1778,1994,estudiantes (lp),1,2,boca juniors
1779,1994,racing club,0,0,san lorenzo
1780,1994,lanus,1,1,dep espanol
1781,1994,ferro carril oeste,1,2,platense
1782,1994,newell's old boys,2,1,depmandiyu (ctes)
1783,1994,belgrano (cba),0,0,rosario central
1784,1994,river plate,1,2,banfield
1785,1994,velez sarsfield,0,0,independiente
1786,1994,huracan,2,2,gimnasia y esgrima (lp)
1787,1994,dep espanol,3,2,racing club
1788,1994,argentinos juniors,0,0,belgrano (cba)
1789,1994,boca juniors,2,0,huracan
1790,1994,gimnasia y esgrima (lp),3,2,velez sarsfield
1791,1994,independiente,1,0,river plate
1792,1994,banfield,1,2,gimnasia y tiro (salta)
1793,1994,depmandiyu (ctes),1,0,ferro carril oeste
1794,1994,platense,4,2,lanus
1795,1994,san lorenzo,0,2,estudiantes (lp)
1796,1994,rosario central,0,0,newell's old boys
1797,1994,river plate,1,2,gimnasia y esgrima (lp)
1798,1994,belgrano (cba),1,0,banfield
1799,1994,gimnasia y tiro (salta),1,1,independiente
1800,1994,san lorenzo,1,0,boca juniors
1801,1994,estudiantes (lp),0,0,dep espanol
1802,1994,racing club,0,0,platense
1803,1994,lanus,2,2,depmandiyu (ctes)
1804,1994,ferro carril oeste,0,0,rosario central
1805,1994,newell's old boys,0,1,argentinos juniors
1806,1994,velez sarsfield,0,1,huracan
1807,1994,huracan,0,0,river plate
1808,1994,depmandiyu (ctes),0,1,racing club
1809,1994,argentinos juniors,0,1,ferro carril oeste
1810,1994,boca juniors,3,3,velez sarsfield
1811,1994,gimnasia y esgrima (lp),1,2,gimnasia y tiro (salta)
1812,1994,independiente,0,0,belgrano (cba)
1813,1994,banfield,1,0,newell's old boys
1814,1994,rosario central,1,1,lanus
1815,1994,platense,1,2,estudiantes (lp)
1816,1994,dep espanol,1,0,san lorenzo
1817,1994,racing club,0,0,rosario central
1818,1994,newell's old boys,0,0,independiente
1819,1994,gimnasia y tiro (salta),0,1,huracan
1820,1994,dep espanol,0,0,boca juniors
1821,1994,san lorenzo,1,2,platense
1822,1994,estudiantes (lp),1,0,depmandiyu (ctes)
1823,1994,lanus,2,3,argentinos juniors
1824,1994,ferro carril oeste,0,0,banfield
1825,1994,belgrano (cba),0,0,gimnasia y esgrima (lp)
1826,1994,river plate,4,0,velez sarsfield
1827,1994,independiente,2,0,ferro carril oeste
1828,1994,boca juniors,0,2,river plate
1829,1994,velez sarsfield,1,1,gimnasia y tiro (salta)
1830,1994,huracan,1,3,belgrano (cba)
1831,1994,gimnasia y esgrima (lp),3,1,newell's old boys
1832,1994,banfield,2,0,lanus
1833,1994,argentinos juniors,0,1,racing club
1834,1994,rosario central,3,0,estudiantes (lp)
1835,1994,depmandiyu (ctes),1,1,san lorenzo
1836,1994,platense,2,1,dep espanol
1837,1994,boca juniors,1,1,platense
1838,1994,san lorenzo,2,1,rosario central
1839,1994,ferro carril oeste,2,0,gimnasia y esgrima (lp)
1840,1994,dep espanol,1,1,depmandiyu (ctes)
1841,1994,estudiantes (lp),2,2,argentinos juniors
1842,1994,racing club,0,0,banfield
1843,1994,lanus,0,2,independiente
1844,1994,newell's old boys,1,0,huracan
1845,1994,gimnasia y tiro (salta),0,0,river plate
1846,1994,belgrano (cba),2,0,velez sarsfield
1847,1994,river plate,4,0,belgrano (cba)
1848,1994,gimnasia y tiro (salta),0,4,boca juniors
1849,1994,argentinos juniors,2,2,san lorenzo
1850,1994,velez sarsfield,3,1,newell's old boys
1851,1994,huracan,1,0,ferro carril oeste
1852,1994,gimnasia y esgrima (lp),0,1,lanus
1853,1994,independiente,2,2,racing club
1854,1994,banfield,1,0,estudiantes (lp)
1855,1994,rosario central,1,0,dep espanol
1856,1994,depmandiyu (ctes),1,1,platense
1857,1994,boca juniors,2,1,depmandiyu (ctes)
1858,1994,racing club,0,0,gimnasia y esgrima (lp)
1859,1994,platense,2,1,rosario central
1860,1994,dep espanol,1,1,argentinos juniors
1861,1994,san lorenzo,2,0,banfield
1862,1994,estudiantes (lp),1,1,independiente
1863,1994,lanus,2,3,huracan
1864,1994,ferro carril oeste,2,0,velez sarsfield
1865,1994,newell's old boys,0,1,river plate
1866,1994,belgrano (cba),2,1,gimnasia y tiro (salta)
1867,1994,river plate,2,0,ferro carril oeste
1868,1994,argentinos juniors,1,1,platense
1869,1994,gimnasia y tiro (salta),0,0,newell's old boys
1870,1994,velez sarsfield,0,0,lanus
1871,1994,huracan,1,0,racing club
1872,1994,gimnasia y esgrima (lp),2,1,estudiantes (lp)
1873,1994,independiente,2,3,san lorenzo
1874,1994,banfield,5,0,dep espanol
1875,1994,rosario central,4,0,depmandiyu (ctes)
1876,1994,belgrano (cba),1,0,boca juniors
1877,1994,lanus,1,1,river plate
1878,1994,boca juniors,2,2,rosario central
1879,1994,depmandiyu (ctes),0,1,argentinos juniors
1880,1994,platense,1,2,banfield
1881,1994,dep espanol,0,2,independiente
