id,year,team1,score1,score2,team2
9587,2012,gimnasia y esgrima (jujuy),1,1,atletico tucuman
9588,2012,boca unidos (corrientes),1,2,huracan
9589,2012,gimnasia y esgrima lp,2,0,chacarita juniors
9590,2012,patronato (parana),3,1,instituto (cordoba)
9591,2012,deportivo merlo,0,0,quilmes
9592,2012,defensa y justicia,3,3,river plate
9593,2012,sportivo desamparados (sj),0,1,gimnasia y esgrima lp
9594,2012,atletico tucuman,2,1,gmobrown (ptomadryn)
9595,2012,aldosivi,2,1,boca unidos (corrientes)
9596,2012,ferro carril oeste,1,1,independiente rivadavia (mza)
9597,2012,chacarita juniors,1,1,atlanta
9598,2012,rosario central,2,0,gimnasia y esgrima (jujuy)
9599,2012,huracan,1,1,almirante brown
9600,2012,gimnasia y esgrima lp,0,1,defensa y justicia
9601,2012,river plate,3,0,deportivo merlo
9602,2012,independiente rivadavia (mza),0,0,huracan
9603,2012,boca unidos (corrientes),2,1,atletico tucuman
9604,2012,gmobrown (ptomadryn),1,3,rosario central
9605,2012,gimnasia y esgrima (jujuy),0,0,patronato (parana)
9606,2012,atlanta,1,2,sportivo desamparados (sj)
9607,2012,quilmes,0,0,ferro carril oeste
9608,2012,almirante brown,1,1,aldosivi
9609,2012,instituto (cordoba),3,1,chacarita juniors
9610,2012,defensa y justicia,0,0,atlanta
9611,2012,gimnasia y esgrima lp,0,0,river plate
9612,2012,rosario central,2,2,boca unidos (corrientes)
9613,2012,aldosivi,2,0,independiente rivadavia (mza)
9614,2012,huracan,1,1,quilmes
9615,2012,ferro carril oeste,0,0,deportivo merlo
9616,2012,chacarita juniors,1,1,gimnasia y esgrima (jujuy)
9617,2012,patronato (parana),1,0,gmobrown (ptomadryn)
9618,2012,atletico tucuman,1,0,almirante brown
9619,2012,sportivo desamparados (sj),1,4,instituto (cordoba)
9620,2012,atlanta,0,0,gimnasia y esgrima lp
9621,2012,river plate,3,0,ferro carril oeste
9622,2012,independiente rivadavia (mza),0,0,atletico tucuman
9623,2012,boca unidos (corrientes),1,0,patronato (parana)
9624,2012,gmobrown (ptomadryn),5,2,chacarita juniors
9625,2012,gimnasia y esgrima (jujuy),1,0,sportivo desamparados (sj)
9626,2012,quilmes,4,1,aldosivi
9627,2012,almirante brown,2,1,rosario central
9628,2012,instituto (cordoba),2,1,defensa y justicia
9629,2012,deportivo merlo,2,1,huracan
9630,2012,huracan,1,1,ferro carril oeste
9631,2012,defensa y justicia,2,1,gimnasia y esgrima (jujuy)
9632,2012,atletico tucuman,0,4,quilmes
9633,2012,aldosivi,1,0,deportivo merlo
9634,2012,atlanta,1,0,river plate
9635,2012,sportivo desamparados (sj),1,1,gmobrown (ptomadryn)
9636,2012,patronato (parana),0,2,almirante brown
9637,2012,rosario central,1,0,independiente rivadavia (mza)
9638,2012,gimnasia y esgrima lp,0,0,instituto (cordoba)
9639,2012,chacarita juniors,0,4,boca unidos (corrientes)
9640,2012,ferro carril oeste,4,0,aldosivi
9641,2012,river plate,2,0,huracan
9642,2012,independiente rivadavia (mza),0,1,patronato (parana)
9643,2012,deportivo merlo,0,2,atletico tucuman
9644,2012,boca unidos (corrientes),2,1,sportivo desamparados (sj)
9645,2012,gmobrown (ptomadryn),0,0,defensa y justicia
9646,2012,gimnasia y esgrima (jujuy),0,0,gimnasia y esgrima lp
9647,2012,instituto (cordoba),1,0,atlanta
9648,2012,quilmes,0,1,rosario central
9649,2012,almirante brown,0,0,chacarita juniors
9650,2012,aldosivi,5,1,huracan
9651,2012,river plate,1,0,instituto (cordoba)
9652,2012,atlanta,0,0,gimnasia y esgrima (jujuy)
9653,2012,defensa y justicia,1,0,boca unidos (corrientes)
9654,2012,rosario central,1,0,deportivo merlo
9655,2012,gimnasia y esgrima lp,3,2,gmobrown (ptomadryn)
9656,2012,sportivo desamparados (sj),1,1,almirante brown
9657,2012,chacarita juniors,0,1,independiente rivadavia (mza)
9658,2012,atletico tucuman,0,1,ferro carril oeste
9659,2012,patronato (parana),2,1,quilmes
9660,2012,huracan,2,0,atletico tucuman
9661,2012,deportivo merlo,3,1,patronato (parana)
9662,2012,gimnasia y esgrima (jujuy),0,1,instituto (cordoba)
9663,2012,aldosivi,1,1,river plate
9664,2012,quilmes,1,0,chacarita juniors
9665,2012,independiente rivadavia (mza),1,0,sportivo desamparados (sj)
9666,2012,ferro carril oeste,0,2,rosario central
9667,2012,almirante brown,2,0,defensa y justicia
9668,2012,boca unidos (corrientes),2,1,gimnasia y esgrima lp
9669,2012,gmobrown (ptomadryn),3,0,atlanta
9670,2012,atletico tucuman,2,2,aldosivi
9671,2012,river plate,1,0,gimnasia y esgrima (jujuy)
9672,2012,instituto (cordoba),0,0,gmobrown (ptomadryn)
9673,2012,patronato (parana),3,0,ferro carril oeste
9674,2012,atlanta,1,1,boca unidos (corrientes)
9675,2012,defensa y justicia,1,1,independiente rivadavia (mza)
9676,2012,sportivo desamparados (sj),0,3,quilmes
9677,2012,rosario central,3,0,huracan
9678,2012,gimnasia y esgrima lp,2,0,almirante brown
9679,2012,chacarita juniors,1,0,deportivo merlo
9680,2012,atletico tucuman,2,4,river plate
9681,2012,huracan,0,0,patronato (parana)
9682,2012,ferro carril oeste,0,0,chacarita juniors
9683,2012,deportivo merlo,0,0,sportivo desamparados (sj)
9684,2012,independiente rivadavia (mza),2,1,gimnasia y esgrima lp
9685,2012,aldosivi,1,2,rosario central
9686,2012,gmobrown (ptomadryn),1,2,gimnasia y esgrima (jujuy)
9687,2012,quilmes,2,0,defensa y justicia
9688,2012,almirante brown,2,0,atlanta
9689,2012,boca unidos (corrientes),3,2,instituto (cordoba)
9690,2012,chacarita juniors,1,0,huracan
9691,2012,river plate,2,2,gmobrown (ptomadryn)
9692,2012,atlanta,1,2,independiente rivadavia (mza)
9693,2012,defensa y justicia,1,2,deportivo merlo
9694,2012,rosario central,2,0,atletico tucuman
9695,2012,gimnasia y esgrima (jujuy),0,0,boca unidos (corrientes)
9696,2012,instituto (cordoba),3,1,almirante brown
9697,2012,sportivo desamparados (sj),0,2,ferro carril oeste
9698,2012,patronato (parana),1,0,aldosivi
9699,2012,gimnasia y esgrima lp,1,1,quilmes
9700,2012,ferro carril oeste,1,0,defensa y justicia
9701,2012,rosario central,0,0,river plate
9702,2012,aldosivi,1,0,chacarita juniors
9703,2012,huracan,2,1,sportivo desamparados (sj)
9704,2012,quilmes,1,1,atlanta
9705,2012,independiente rivadavia (mza),1,1,instituto (cordoba)
9706,2012,almirante brown,2,1,gimnasia y esgrima (jujuy)
9707,2012,atletico tucuman,1,3,patronato (parana)
9708,2012,deportivo merlo,1,2,gimnasia y esgrima lp
9709,2012,boca unidos (corrientes),3,6,gmobrown (ptomadryn)
9710,2012,instituto (cordoba),0,2,quilmes
9711,2012,atlanta,0,1,deportivo merlo
9712,2012,defensa y justicia,4,2,huracan
9713,2012,chacarita juniors,0,0,atletico tucuman
9714,2012,river plate,2,1,boca unidos (corrientes)
9715,2012,gmobrown (ptomadryn),1,1,almirante brown
9716,2012,gimnasia y esgrima (jujuy),0,0,independiente rivadavia (mza)
9717,2012,sportivo desamparados (sj),2,0,aldosivi
9718,2012,gimnasia y esgrima lp,0,1,ferro carril oeste
9719,2012,patronato (parana),1,0,rosario central
9720,2012,patronato (parana),1,0,river plate
9721,2012,atletico tucuman,1,1,sportivo desamparados (sj)
9722,2012,aldosivi,0,0,defensa y justicia
9723,2012,ferro carril oeste,2,3,atlanta
9724,2012,deportivo merlo,0,2,instituto (cordoba)
9725,2012,quilmes,4,0,gimnasia y esgrima (jujuy)
9726,2012,rosario central,1,3,chacarita juniors
9727,2012,independiente rivadavia (mza),1,0,gmobrown (ptomadryn)
9728,2012,almirante brown,3,0,boca unidos (corrientes)
9729,2012,huracan,2,0,gimnasia y esgrima lp
9730,2012,gimnasia y esgrima (jujuy),3,0,deportivo merlo
9731,2012,gimnasia y esgrima lp,3,3,aldosivi
9732,2012,defensa y justicia,1,0,atletico tucuman
9733,2012,river plate,2,0,almirante brown
9734,2012,boca unidos (corrientes),1,0,independiente rivadavia (mza)
9735,2012,gmobrown (ptomadryn),0,2,quilmes
9736,2012,instituto (cordoba),0,3,ferro carril oeste
9737,2012,atlanta,0,2,huracan
9738,2012,sportivo desamparados (sj),3,2,rosario central
9739,2012,chacarita juniors,3,0,patronato (parana)
9740,2012,instituto (cordoba),0,2,san lorenzo de almagro
9741,2012,rosario central,0,0,san martin (san juan)
9742,2012,san lorenzo de almagro,1,1,instituto (cordoba)
9743,2012,san martin (san juan),0,0,rosario central
9744,2012,nueva chicago,1,0,chacarita juniors
9745,2012,crucero del norte (mis),0,0,guillermo brown (puerto madryn)
9746,2012,chacarita juniors,1,1,nueva chicago
9747,2012,guillermo brown (pm),0,1,crucero del norte (misiones)
9748,2013,arsenal,1,0,union (santa fe)
9749,2013,velez sarsfield,3,0,argentinos juniors
9750,2013,colon,1,0,lanus
9751,2013,newell's old boys,0,0,independiente (avellaneda)
9752,2013,quilmes atletico club,3,0,boca juniors
9753,2013,racing club,1,1,atletico de rafaela
9754,2013,godoy cruz antonio tomba,1,1,all boys (buenos aires)
9755,2013,river plate,1,2,belgrano (cba)
9756,2013,san lorenzo de almagro,2,1,san martin (san juan)
9757,2013,tigre,1,2,estudiantes de la plata
9758,2013,lanus,0,1,newell's old boys
9759,2013,san martin (san juan),0,1,colon
9760,2013,all boys (buenos aires),1,1,quilmes atletico club
9761,2013,belgrano (cba),0,0,san lorenzo de almagro
9762,2013,estudiantes de la plata,0,2,river plate
9763,2013,argentinos juniors,0,2,racing club
9764,2013,boca juniors,2,0,tigre
9765,2013,union (santa fe),0,1,godoy cruz antonio tomba
9766,2013,atletico de rafaela,0,0,arsenal
9767,2013,independiente (avellaneda),0,0,velez sarsfield
9768,2013,boca juniors,3,1,all boys (buenos aires)
9769,2013,colon,2,2,belgrano (cba)
9770,2013,san lorenzo de almagro,0,1,estudiantes de la plata
9771,2013,godoy cruz antonio tomba,2,0,atletico de rafaela
9772,2013,racing club,2,0,independiente (avellaneda)
9773,2013,tigre,2,3,river plate
9774,2013,velez sarsfield,0,2,lanus
9775,2013,arsenal,2,2,argentinos juniors
9776,2013,newell's old boys,2,0,san martin (san juan)
9777,2013,quilmes atletico club,2,1,union (santa fe)
9778,2013,all boys (buenos aires),2,2,tigre
9779,2013,argentinos juniors,2,1,godoy cruz antonio tomba
9780,2013,independiente (avellaneda),0,2,arsenal
9781,2013,union (santa fe),1,2,boca juniors
9782,2013,atletico de rafaela,1,1,quilmes atletico club
9783,2013,belgrano (cba),0,0,newell's old boys
9784,2013,lanus,1,1,racing club
9785,2013,river plate,0,0,san lorenzo de almagro
9786,2013,san martin (san juan),0,3,velez sarsfield
9787,2013,estudiantes de la plata,1,2,colon
9788,2013,all boys (buenos aires),3,1,union (santa fe)
9789,2013,arsenal,1,0,lanus
9790,2013,newell's old boys,1,0,estudiantes de la plata
9791,2013,velez sarsfield,2,1,belgrano (cba)
9792,2013,boca juniors,2,1,atletico de rafaela
9793,2013,colon,1,1,river plate
9794,2013,godoy cruz antonio tomba,2,1,independiente (avellaneda)
9795,2013,tigre,1,1,san lorenzo de almagro
9796,2013,quilmes atletico club,0,1,argentinos juniors
9797,2013,racing club,3,1,san martin (san juan)
9798,2013,atletico de rafaela,2,1,all boys (buenos aires)
9799,2013,estudiantes de la plata,0,0,velez sarsfield
9800,2013,san lorenzo de almagro,2,1,colon
9801,2013,san martin (san juan),4,0,arsenal
9802,2013,argentinos juniors,1,1,boca juniors
9803,2013,belgrano (cba),1,0,racing club
9804,2013,independiente (avellaneda),1,1,quilmes atletico club
9805,2013,river plate,3,3,newell's old boys
9806,2013,lanus,2,0,godoy cruz antonio tomba
9807,2013,union (santa fe),1,1,tigre
9808,2013,all boys (buenos aires),0,1,argentinos juniors
9809,2013,godoy cruz antonio tomba,1,0,san martin (san juan)
9810,2013,racing club,0,1,estudiantes de la plata
9811,2013,tigre,2,2,colon
9812,2013,arsenal,0,2,belgrano (cba)
9813,2013,boca juniors,2,1,independiente (avellaneda)
9814,2013,newell's old boys,1,0,san lorenzo de almagro
9815,2013,velez sarsfield,2,0,river plate
9816,2013,quilmes atletico club,0,0,lanus
9817,2013,union (santa fe),0,0,atletico de rafaela
9818,2013,atletico de rafaela,3,0,tigre
9819,2013,belgrano (cba),1,0,godoy cruz antonio tomba
9820,2013,argentinos juniors,3,3,union (santa fe)
9821,2013,independiente (avellaneda),1,1,all boys (buenos aires)
9822,2013,san lorenzo de almagro,1,2,velez sarsfield
9823,2013,colon,1,2,newell's old boys
9824,2013,lanus,2,0,boca juniors
9825,2013,river plate,0,1,racing club
9826,2013,san martin (san juan),4,0,quilmes atletico club
9827,2013,estudiantes de la plata,2,1,arsenal
9828,2013,quilmes atletico club,1,1,belgrano (cba)
9829,2013,all boys (buenos aires),2,1,lanus
9830,2013,atletico de rafaela,5,3,argentinos juniors
9831,2013,godoy cruz antonio tomba,1,0,estudiantes de la plata
9832,2013,racing club,4,0,san lorenzo de almagro
9833,2013,arsenal,0,4,river plate
9834,2013,boca juniors,1,1,san martin (san juan)
9835,2013,tigre,0,0,newell's old boys
9836,2013,union (santa fe),1,2,independiente (avellaneda)
9837,2013,velez sarsfield,2,4,colon
9838,2013,argentinos juniors,0,0,tigre
9839,2013,lanus,2,0,union (santa fe)
9840,2013,colon,0,1,racing club
9841,2013,estudiantes de la plata,2,1,quilmes atletico club
9842,2013,san lorenzo de almagro,0,0,arsenal
9843,2013,san martin (san juan),2,1,all boys (buenos aires)
9844,2013,belgrano (cba),3,1,boca juniors
9845,2013,independiente (avellaneda),2,0,atletico de rafaela
9846,2013,newell's old boys,1,0,velez sarsfield
9847,2013,river plate,5,0,godoy cruz antonio tomba
9848,2013,argentinos juniors,0,1,independiente (avellaneda)
9849,2013,arsenal,2,0,colon
9850,2013,all boys (buenos aires),1,0,belgrano (cba)
9851,2013,godoy cruz antonio tomba,0,0,san lorenzo de almagro
9852,2013,tigre,0,1,velez sarsfield
9853,2013,union (santa fe),1,2,san martin (san juan)
9854,2013,atletico de rafaela,1,2,lanus
9855,2013,boca juniors,0,0,estudiantes de la plata
9856,2013,quilmes atletico club,1,0,river plate
9857,2013,racing club,0,0,newell's old boys
9858,2013,estudiantes de la plata,0,1,all boys (buenos aires)
9859,2013,newell's old boys,2,1,arsenal
9860,2013,san lorenzo de almagro,2,2,quilmes atletico club
9861,2013,san martin (san juan),1,2,atletico de rafaela
9862,2013,velez sarsfield,1,0,racing club
9863,2013,belgrano (cba),1,0,union (santa fe)
9864,2013,lanus,1,0,argentinos juniors
9865,2013,river plate,2,2,boca juniors
9866,2013,colon,1,1,godoy cruz antonio tomba
9867,2013,independiente (avellaneda),1,1,tigre
9868,2013,atletico de rafaela,1,3,belgrano (cba)
9869,2013,argentinos juniors,1,1,san martin (san juan)
9870,2013,arsenal,1,5,velez sarsfield
9871,2013,boca juniors,3,1,san lorenzo de almagro
9872,2013,union (santa fe),2,2,estudiantes de la plata
9873,2013,all boys (buenos aires),0,0,river plate
9874,2013,godoy cruz antonio tomba,1,1,newell's old boys
9875,2013,quilmes atletico club,2,2,colon
9876,2013,tigre,1,1,racing club
9877,2013,independiente (avellaneda),0,2,lanus
9878,2013,belgrano (cba),0,0,argentinos juniors
9879,2013,newell's old boys,0,0,quilmes atletico club
9880,2013,velez sarsfield,2,1,godoy cruz antonio tomba
9881,2013,estudiantes de la plata,3,1,atletico de rafaela
9882,2013,river plate,2,0,union (santa fe)
9883,2013,san lorenzo de almagro,4,0,all boys (buenos aires)
9884,2013,colon,0,0,boca juniors
9885,2013,lanus,4,1,tigre
9886,2013,racing club,0,0,arsenal
9887,2013,san martin (san juan),0,0,independiente (avellaneda)
9888,2013,argentinos juniors,2,1,estudiantes de la plata
9889,2013,quilmes atletico club,0,1,velez sarsfield
9890,2013,union (santa fe),2,2,san lorenzo de almagro
9891,2013,all boys (buenos aires),1,1,colon
9892,2013,atletico de rafaela,0,0,river plate
9893,2013,boca juniors,0,0,newell's old boys
9894,2013,godoy cruz antonio tomba,0,1,racing club
9895,2013,lanus,2,1,san martin (san juan)
9896,2013,tigre,0,1,arsenal
9897,2013,independiente (avellaneda),1,2,belgrano (cba)
9898,2013,estudiantes de la plata,2,0,independiente (avellaneda)
9899,2013,san lorenzo de almagro,1,0,atletico de rafaela
9900,2013,arsenal,3,0,godoy cruz antonio tomba
9901,2013,colon,2,0,union (santa fe)
9902,2013,newell's old boys,1,2,all boys (buenos aires)
9903,2013,san martin (san juan),2,2,tigre
9904,2013,velez sarsfield,0,1,boca juniors
9905,2013,belgrano (cba),0,2,lanus
9906,2013,racing club,4,0,quilmes atletico club
9907,2013,river plate,0,0,argentinos juniors
9908,2013,argentinos juniors,1,2,san lorenzo de almagro
9909,2013,independiente (avellaneda),2,2,river plate
9910,2013,san martin (san juan),1,1,belgrano (cba)
9911,2013,union (santa fe),2,2,newell's old boys
9912,2013,all boys (buenos aires),0,2,velez sarsfield
9913,2013,boca juniors,3,1,racing club
9914,2013,lanus,0,0,estudiantes de la plata
9915,2013,tigre,2,0,godoy cruz antonio tomba
9916,2013,atletico de rafaela,2,0,colon
9917,2013,quilmes atletico club,1,2,arsenal
9918,2013,colon,3,1,argentinos juniors
9919,2013,godoy cruz antonio tomba,0,0,quilmes atletico club
9920,2013,racing club,3,1,all boys (buenos aires)
9921,2013,arsenal,1,0,boca juniors
9922,2013,belgrano (cba),1,0,tigre
9923,2013,river plate,1,0,lanus
9924,2013,san lorenzo de almagro,2,1,independiente (avellaneda)
9925,2013,velez sarsfield,2,0,union (santa fe)
9926,2013,estudiantes de la plata,2,0,san martin (san juan)
9927,2013,newell's old boys,3,0,atletico de rafaela
9928,2013,all boys (buenos aires),0,1,arsenal
9929,2013,union (santa fe),1,1,racing club
9930,2013,argentinos juniors,1,3,newell's old boys
9931,2013,atletico de rafaela,0,3,velez sarsfield
9932,2013,belgrano (cba),1,0,estudiantes de la plata
9933,2013,boca juniors,2,1,godoy cruz antonio tomba
9934,2013,lanus,0,0,san lorenzo de almagro
9935,2013,independiente (avellaneda),2,2,colon
9936,2013,san martin (san juan),0,2,river plate
9937,2013,quilmes atletico club,0,0,tigre
9938,2013,argentinos juniors,0,1,velez sarsfield
9939,2013,union (santa fe),1,1,arsenal
9940,2013,all boys (buenos aires),1,1,godoy cruz antonio tomba
9941,2013,boca juniors,3,2,quilmes atletico club
9942,2013,estudiantes de la plata,1,3,tigre
9943,2013,san martin (san juan),0,0,san lorenzo de almagro
9944,2013,atletico de rafaela,3,0,racing club
9945,2013,belgrano (cba),1,2,river plate
9946,2013,independiente (avellaneda),1,3,newell's old boys
9947,2013,lanus,4,0,colon
9948,2013,racing club,2,0,argentinos juniors
9949,2013,colon,1,1,san martin (san juan)
9950,2013,godoy cruz antonio tomba,2,1,union (santa fe)
9951,2013,san lorenzo de almagro,0,0,belgrano (cba)
9952,2013,velez sarsfield,0,1,independiente (avellaneda)
9953,2013,newell's old boys,0,3,lanus
9954,2013,quilmes,2,1,all boys (buenos aires)
9955,2013,river plate,1,0,estudiantes de la plata
9956,2013,tigre,0,0,boca juniors
9957,2013,arsenal,0,0,atletido de rafaela
9958,2013,argentinos juniors,1,2,arsenal
9959,2013,estudiantes de la plata,1,1,san lorenzo de almagro
9960,2013,all boys (buenos aires),2,0,boca juniors
9961,2013,lanus,1,0,velez sarsfield
9962,2013,union (santa fe),0,3,quilmes
9963,2013,atletico de rafaela,1,2,godoy cruz antonio tomba
9964,2013,belgrano (cba),2,1,colon
9965,2013,independiente (avellaneda),2,0,racing club
9966,2013,river plate,3,2,tigre
9967,2013,san martin (san juan),1,1,newell's old boys
9968,2013,newell's old boys,2,0,belgrano (cba)
9969,2013,quilmes,3,3,atletido de rafaela
9970,2013,arsenal,1,0,independiente (avellaneda)
9971,2013,colon,3,3,estudiantes de la plata
9972,2013,boca juniors,1,3,union (santa fe)
9973,2013,godoy cruz antonio tomba,0,0,argentinos juniors
9974,2013,racing club,0,0,lanus
9975,2013,san lorenzo de almagro,2,0,river plate
9976,2013,tigre,2,1,all boys (buenos aires)
9977,2013,velez sarsfield,3,0,san martin (san juan)
9978,2013,belgrano (cba),1,0,velez sarsfield
9979,2013,independiente (avellaneda),0,1,godoy cruz antonio tomba
9980,2013,estudiantes de la plata,2,4,newell's old boys
9981,2013,san martin (san juan),0,3,racing club
9982,2013,union (santa fe),1,1,all boys (buenos aires)
9983,2013,atletido de rafaela,1,1,boca juniors
9984,2013,river plate,2,1,colon
9985,2013,san lorenzo de almagro,0,1,tigre
9986,2013,argentinos juniors,1,3,quilmes
9987,2013,lanus,2,1,arsenal
9988,2013,tigre,1,2,union (santa fe)
